conserved_genes_fragments	RNA-anno	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
cob-part8	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part9	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cob-part11	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
nad9-part18	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
nad9-part19	gene-G1-283	242.7524806	313.8119041	287.1641956	0.845343829	1.092796069
cox1-part12	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part13	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part14	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part15	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part16	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part17	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part18	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part19	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part20	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part21	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part22	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part23	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
cox1-part24	gene-G1-2168	536.4940667	564.0597182	635.7254498	0.843908431	0.887269368
rps10-part8	gene-G1-279	218.3663867	224.4785884	260.0914768	0.839575327	0.863075527
rps10-part9	gene-G1-279	218.3663867	224.4785884	260.0914768	0.839575327	0.863075527
nad5-part2	gene-G1-279	218.3663867	224.4785884	260.0914768	0.839575327	0.863075527
nad5-part3	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part4	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part5	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part6	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part7	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part8	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part9	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part10	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part11	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part12	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part13	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad5-part14	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad4-part0	gene-G1-284	103.0866698	121.974335	122.7941173	0.839508212	0.993323929
nad4-part1	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part2	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part3	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part4	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part5	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part6	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part7	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part8	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part9	gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
nad4-part10	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad4-part11	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
sdh3-part8	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
sdh3-part9	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
sdh3-part10	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
sdh3-part11	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part1	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part2	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part3	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part4	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part5	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part6	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part7	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
nad2-part8	gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
atp1-part4	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part5	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part6	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part7	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part8	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part9	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part10	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part11	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
atp1-part12	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
nad4-part35	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
nad4-part36	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
nad4-part37	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
nad4-part38	gene-G1-281	454.4681144	605.2904793	547.7391137	0.829716379	1.105070761
nad4-part39	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part40	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part41	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part42	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part43	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part44	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part45	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part46	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad4-part47	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad2-part25	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad2-part26	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad2-part27	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad2-part28	gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
nad2-part29	gene-G1-2166	546.470196	519.9657098	666.6656998	0.819706483	0.779949696
nad2-part30	gene-G1-2166	546.470196	519.9657098	666.6656998	0.819706483	0.779949696
nad2-part31	gene-G1-2166	546.470196	519.9657098	666.6656998	0.819706483	0.779949696
nad5-part18	gene-G1-2166	546.470196	519.9657098	666.6656998	0.819706483	0.779949696
nad5-part19	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part20	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part21	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part22	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part24	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part25	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part26	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part27	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part28	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part29	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part30	gene-G1-5055	678.9310245	628.1964577	829.1020124	0.818875138	0.757682949
nad5-part31	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part4	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part5	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part6	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part7	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part8	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part9	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part10	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part11	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part12	gene-G1-3085	84.24286998	65.85468791	102.9730196	0.818106241	0.639533425
nad9-part13	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad9-part14	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad9-part15	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad9-part16	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad9-part17	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
cox3-part21	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
cox3-part22	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
cox3-part23	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
cox3-part24	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
cox3-part25	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
cox3-part26	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad4-part5	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad4-part6	gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
nad4-part7	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part8	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part9	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part10	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part11	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part12	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part13	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part14	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part15	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part16	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
nad4-part17	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
rps7-part12	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
rps7-part13	gene-G1-1347	1234.268891	1681.298815	1550.396591	0.796098816	1.084431444
rps7-part14	gene-G1-3027	319.2361389	459.264867	405.6073402	0.787057105	1.132289339
rps7-part15	gene-G1-1661	73.71251123	102.5042534	93.78763289	0.785951292	1.092939977
cob-part0	gene-G1-1661	73.71251123	102.5042534	93.78763289	0.785951292	1.092939977
cob-part1	gene-G1-1661	73.71251123	102.5042534	93.78763289	0.785951292	1.092939977
cob-part2	gene-G1-1661	73.71251123	102.5042534	93.78763289	0.785951292	1.092939977
cob-part3	gene-G1-1661	73.71251123	102.5042534	93.78763289	0.785951292	1.092939977
cob-part4	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part45	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part46	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part47	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part48	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part49	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part50	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part51	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part52	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part53	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part54	gene-G1-1665	139.6658108	233.6409797	177.9064377	0.785052034	1.313280075
nad5-part55	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad5-part56	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad5-part57	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad4-part0	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad4-part1	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad4-part2	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad4-part3	gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
nad4-part4	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
ccmFC-part47	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
ccmFC-part48	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
ccmFC-part49	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad5-part2	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad5-part3	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad5-part4	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad5-part5	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad5-part6	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad5-part7	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
sdh3-part0	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
sdh3-part1	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad4-part48	gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
nad4-part49	gene-G1-2170	423.9854969	469.5725573	546.2887895	0.77611971	0.859568357
rps7-part7	gene-G1-2170	423.9854969	469.5725573	546.2887895	0.77611971	0.859568357
rps7-part8	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
rps7-part9	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
rps7-part11	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
rps7-part12	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
rps7-part13	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
rps7-part14	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
rps7-part15	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
cox3-part26	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
nad5-part32	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
nad5-part33	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
nad5-part34	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
nad5-part35	gene-G1-1348	415.6720558	576.6580063	544.3550239	0.763604702	1.059341755
nad5-part36	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part37	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part38	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part39	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part40	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part41	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part42	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part43	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part44	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part52	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part53	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part54	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part55	gene-G1-1346	1005.372146	1197.98267	1324.629454	0.758983686	0.904390784
nad5-part56	gene-G1-5057	325.3326623	259.9828549	431.2297347	0.754430031	0.602887125
nad5-part57	gene-G1-5057	325.3326623	259.9828549	431.2297347	0.754430031	0.602887125
nad5-part58	gene-G1-5057	325.3326623	259.9828549	431.2297347	0.754430031	0.602887125
nad5-part59	gene-G1-5057	325.3326623	259.9828549	431.2297347	0.754430031	0.602887125
nad5-part60	gene-G1-1349	1353.428214	2134.837187	1804.20333	0.750152819	1.183257536
nad5-part61	gene-G1-1349	1353.428214	2134.837187	1804.20333	0.750152819	1.183257536
nad5-part62	gene-G1-1349	1353.428214	2134.837187	1804.20333	0.750152819	1.183257536
nad5-part63	gene-G1-1349	1353.428214	2134.837187	1804.20333	0.750152819	1.183257536
nad5-part64	gene-G1-1349	1353.428214	2134.837187	1804.20333	0.750152819	1.183257536
cox3-part6	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part7	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part8	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part9	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part10	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part11	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part12	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part13	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part14	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part15	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part16	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part17	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
cox3-part18	gene-G1-3030	390.7317325	503.9315249	522.6001606	0.747668604	0.964277401
ccmB-part0	gene-G1-3487	527.0721668	518.2477614	708.7251022	0.743690558	0.731239461
ccmB-part1	gene-G1-3487	527.0721668	518.2477614	708.7251022	0.743690558	0.731239461
ccmB-part2	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
ccmB-part3	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
ccmB-part4	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
ccmB-part5	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
ccmB-part6	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
ccmB-part7	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
ccmB-part8	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
mttB-part4	gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
mttB-part5	gene-G1-2152	330.8749564	360.7691598	448.150184	0.738312664	0.805018435
mttB-part6	gene-G1-2152	330.8749564	360.7691598	448.150184	0.738312664	0.805018435
mttB-part9	gene-G1-2152	330.8749564	360.7691598	448.150184	0.738312664	0.805018435
mttB-part10	gene-G1-3496	323.1157447	324.6922439	438.9647972	0.736085779	0.739677181
mttB-part11	gene-G1-3496	323.1157447	324.6922439	438.9647972	0.736085779	0.739677181
mttB-part12	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
mttB-part13	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
mttB-part14	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
mttB-part15	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
mttB-part16	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
mttB-part17	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
nad9-part11	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
nad9-part12	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
nad9-part13	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
nad9-part14	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
nad9-part15	gene-G1-1679	1508.058218	2024.315841	2052.208771	0.734846396	0.986408337
nad9-part16	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad9-part17	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad9-part18	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad9-part19	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad5-part38	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad5-part39	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad5-part40	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad5-part41	gene-G1-1362	3065.442854	4222.717119	4182.251609	0.732964714	1.009675532
nad5-part42	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part43	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part44	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part45	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part46	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part47	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part48	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part49	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part50	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
nad5-part51	gene-G1-280	111.9543404	178.0939821	153.7343673	0.728232355	1.15845263
cox2-part0	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
cox2-part1	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
cox2-part2	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part58	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part59	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part60	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part61	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part62	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part63	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part64	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part65	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
nad5-part66	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
sdh4-part0	gene-G1-3093	644.0145718	495.9144324	884.6977742	0.727948674	0.560546717
sdh4-part1	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
sdh4-part2	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
sdh4-part3	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
rps4-part5	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
rps4-part6	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
rps4-part7	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
rps4-part8	gene-G1-3014	308.1515507	396.2734264	424.461555	0.72598224	0.933590856
rps4-part9	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part10	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part11	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part12	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part13	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part14	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part0	gene-G1-1792	129.135452	113.9572426	177.9064377	0.725861603	0.640545919
rps4-part1	gene-G1-1491	193.9802927	113.3845931	270.7271877	0.716515745	0.418814948
rps4-part2	gene-G1-1670	151.3046283	251.9657624	214.6479846	0.704896571	1.173855711
rps4-part3	gene-G1-1670	151.3046283	251.9657624	214.6479846	0.704896571	1.173855711
rps4-part4	gene-G1-1670	151.3046283	251.9657624	214.6479846	0.704896571	1.173855711
atp1-part7	gene-G1-1670	151.3046283	251.9657624	214.6479846	0.704896571	1.173855711
atp1-part8	gene-G1-5035	92.00208169	96.20510929	130.5291798	0.704839192	0.737039101
atp1-part9	gene-G1-5035	92.00208169	96.20510929	130.5291798	0.704839192	0.737039101
atp1-part10	gene-G1-1115	85.9055582	146.5982618	122.3106759	0.702355355	1.198572902
atp1-part11	gene-G1-1667	92.55631109	139.1538188	131.979504	0.701293067	1.05435931
atp1-part12	gene-G1-1667	92.55631109	139.1538188	131.979504	0.701293067	1.05435931
atp1-part13	gene-G1-1667	92.55631109	139.1538188	131.979504	0.701293067	1.05435931
atp1-part14	gene-G1-1667	92.55631109	139.1538188	131.979504	0.701293067	1.05435931
atp1-part15	gene-G1-1667	92.55631109	139.1538188	131.979504	0.701293067	1.05435931
